	genotype	time	group	Zotu91	Zotu34	Zotu271	Zotu287	Zotu73	Zotu95	Zotu1876	Zotu5136	Zotu159	Zotu182	Zotu447	Zotu64	Zotu2994	Zotu316	Zotu1633	Zotu531	Zotu2287	Zotu2666	Zotu3802	Zotu2075	Zotu84	Zotu3824	Zotu5342	Zotu695	Zotu2399	Zotu805	Zotu4089	Zotu2077	Zotu1978	Zotu256	Zotu423	Zotu543	Zotu1276	Zotu2288	Zotu5451	Zotu247	Zotu3183	Zotu1458	Zotu2127	Zotu820	Zotu2638	Zotu591	Zotu421	Zotu2381	Zotu5942	Zotu1050	Zotu23	Zotu468	Zotu394	Zotu612	Zotu1572	Zotu1632	Zotu4371	Zotu534	Zotu798	Zotu1716	Zotu5906	Zotu4591	Zotu332	Zotu3607	Zotu6557	Zotu2747	Zotu721	Zotu353	Zotu3578	Zotu345	Zotu354	Zotu2687	Zotu384	Zotu1083	Zotu5002	Zotu1131	Zotu550	Zotu4248	Zotu6672	Zotu67	Zotu3323	Zotu512	Zotu557	Zotu4276	Zotu757	Zotu6210	Zotu375	Zotu1195	Zotu7688	Zotu587	Zotu13	Zotu44	Zotu2029	Zotu7930	Zotu77	Zotu410	Zotu4392	Zotu2487	Zotu401	Zotu1777	Zotu4575	Zotu59	Zotu4628	Zotu3108	Zotu705	Zotu1687	Zotu487	Zotu4072	Zotu298	Zotu2392	Zotu2289	Zotu6177	Zotu300	Zotu2081	Zotu7466	Zotu147	Zotu2748	Zotu46	Zotu114	Zotu7308	Zotu4706	Zotu3187	Zotu1578	Zotu180	Zotu5959	Zotu432	Zotu8248	Zotu690	Zotu6603	Zotu6728	Zotu780	Zotu747	Zotu1201	Zotu6392	Zotu1638	Zotu6224	Zotu660	Zotu68	Zotu879	Zotu8099	Zotu407	Zotu8047	Zotu1959	Zotu2791	Zotu2276	Zotu3831	Zotu665	Zotu38611	Zotu4065	Zotu5468	Zotu3708	Zotu10345	Zotu541	Zotu1339	Zotu569	Zotu3829	Zotu156	Zotu15047	Zotu2249	Zotu11802	Zotu3653	Zotu7225	Zotu314	Zotu597	Zotu1037	Zotu595	Zotu920	Zotu243	Zotu5925	Zotu1444	Zotu5665	Zotu6656	Zotu4998	Zotu2182	Zotu1138	Zotu3925	Zotu1951	Zotu261	Zotu492	Zotu2239	Zotu8041	Zotu3444	Zotu1220	Zotu178	Zotu363	Zotu4388	Zotu606	Zotu2557	Zotu928	Zotu2092	Zotu1251	Zotu11456	Zotu3987	Zotu1	Zotu1468	Zotu2810	Zotu5765	Zotu4718	Zotu968	Zotu7431	Zotu2353	Zotu3121	Zotu1488	Zotu7017	Zotu7957	Zotu5141	Zotu2644	Zotu8628	Zotu1149	Zotu3088	Zotu4409	Zotu2615	Zotu1543	Zotu2956	Zotu3252	Zotu1137	Zotu69	Zotu5975	Zotu2000	Zotu10008	Zotu6631	Zotu2457	Zotu6075	Zotu2065	Zotu443	Zotu1781	Zotu1953	Zotu2312	Zotu2126	Zotu2160	Zotu3277	Zotu7905	Zotu4482	Zotu2889	Zotu5378	Zotu1441	Zotu2525	Zotu4560	Zotu426	Zotu1227	Zotu5724	Zotu6413	Zotu6386	Zotu8337	Zotu3591	Zotu3237	Zotu5744	Zotu6599	Zotu2999	Zotu2347	Zotu4030	Zotu3782	Zotu2363	Zotu786	Zotu1711	Zotu7095	Zotu1197	Zotu3069	Zotu1189	Zotu2079	Zotu8213	Zotu1680	Zotu5733	Zotu3612	Zotu6917	Zotu1218	Zotu3407	Zotu3966	Zotu5048	Zotu1071	Zotu988	Zotu3930	Zotu12488	Zotu563	Zotu33	Zotu4557	Zotu760	Zotu1759	Zotu2929	Zotu719	Zotu4285	Zotu2367	Zotu960	Zotu3553	Zotu2745	Zotu1596	Zotu1796	Zotu6304	Zotu2663	Zotu450	Zotu25493	Zotu627	Zotu5807	Zotu5126	Zotu4238	Zotu6804	Zotu1263	Zotu4898	Zotu9533	Zotu932	Zotu26	Zotu1147	Zotu2738	Zotu6407	Zotu2867	Zotu813	Zotu1075	Zotu1552	Zotu5087	Zotu2649	Zotu2207	Zotu3026	Zotu6882	Zotu1428	Zotu4644	Zotu4040	Zotu12106	Zotu5706	Zotu2503	Zotu9792	Zotu12518	Zotu1938	Zotu1173	Zotu1858	Zotu4194	Zotu3560	Zotu3519	Zotu3465	Zotu10	Zotu4680	Zotu2055	Zotu3247	Zotu2290	Zotu3448	Zotu940	Zotu2768	Zotu3016	Zotu2624	Zotu598	Zotu1422	Zotu2552	Zotu3272	Zotu4302	Zotu2534	Zotu1643	Zotu1181	Zotu2343	Zotu14	Zotu3803	Zotu2642	Zotu3757	Zotu3225	Zotu2664	Zotu2	Zotu2483	Zotu4469	Zotu2270	Zotu4441	Zotu1650	Zotu8419	Zotu8282	Zotu1117	Zotu2146	Zotu13239	Zotu6400	Zotu136	Zotu842	Zotu8652	Zotu1113	Zotu4379	Zotu6879	Zotu7639	Zotu1747	Zotu10587	Zotu4257	Zotu2023	Zotu3254	Zotu3896	Zotu3040	Zotu4501	Zotu2486	Zotu2859	Zotu5506	Zotu2351	Zotu8369	Zotu4004	Zotu12678	Zotu1705	Zotu5433	Zotu1651	Zotu2679	Zotu1225	Zotu9594	Zotu2425	Zotu7127	Zotu1974	Zotu5588	Zotu3105	Zotu4702	Zotu8274	Zotu2950	Zotu2234	Zotu15183	Zotu3870	Zotu5314	Zotu3461	Zotu1671	Zotu1500	Zotu1676	Zotu2105	Zotu1094	Zotu1160	Zotu553	Zotu641	Zotu1297	Zotu1688	Zotu1004	Zotu11212	Zotu734	Zotu3152	Zotu9288	Zotu10694	Zotu5624	Zotu2995	Zotu16153	Zotu6001	Zotu5437	Zotu4277	Zotu9251	Zotu11672	Zotu7635	Zotu8515	Zotu5631	Zotu8229	Zotu7418	Zotu5937	Zotu1450	Zotu7918	Zotu6081	Zotu11468	Zotu3996	Zotu2331	Zotu894	Zotu720	Zotu803	Zotu2652	Zotu7351	Zotu752	Zotu1389	Zotu1626	Zotu1791	Zotu2873	Zotu1084	Zotu560	Zotu2104	Zotu5343	Zotu3199	Zotu4923	Zotu1330	Zotu3654	Zotu2059	Zotu2658	Zotu4348	Zotu1616	Zotu2908	Zotu1363	Zotu15659	Zotu1384	Zotu2837	Zotu12437	Zotu22960	Zotu9936	Zotu1325	Zotu1337	Zotu2162	Zotu4087	Zotu2561	Zotu1608	Zotu2215	Zotu1662	Zotu1730	Zotu2541	Zotu2625	Zotu5394	Zotu5417	Zotu4689	Zotu6174	Zotu21866	Zotu6480	Zotu7663	Zotu1797	Zotu5852	Zotu7946	Zotu9172	Zotu8443	Zotu3192	Zotu3336	Zotu7523	Zotu10835	Zotu6681	Zotu14839	Zotu12298	Zotu9322	Zotu14825	Zotu10214	Zotu6607	Zotu12366	Zotu11852	Zotu29248	Zotu4334	Zotu13620	Zotu5528	Zotu10947	Zotu20004	Zotu11030
178-WT-Starving-Exp-Adlibitum-sv342-ct1	WT	1	WT_Adlibitum	2.867259095	3.006109414	0.742849209	0.53457373	0.881699528	1.006664815	0.472091086	0.124965287	0.590113857	1.034434879	0.312413219	0.867814496	0.03471258	0.492918634	0.444321022	0.597056373	0.159677867	0.083310192	0.152735351	0.236045543	1.159400167	0.131907803	0.152735351	0.340183282	0.062482644	0.131907803	0.111080255	0.10413774	0.10413774	0.569286309	0.597056373	0.416550958	0.159677867	0.492918634	0.319355735	0.624826437	0.145792835	0.173562899	0.145792835	0.145792835	0.06942516	0.229103027	1.242710358	0.187447931	0.10413774	0.055540128	0.083310192	0.10413774	0.527631214	0.340183282	0.111080255	0.083310192	0.194390447	0.097195224	0.256873091	0.173562899	0.187447931	0.076367676	0.215217995	0.055540128	0.166620383	0.492918634	0.055540128	0.645653985	0.423493474	0.298528187	0.263815607	0.881699528	0.187447931	0.10413774	0.173562899	0.180505415	0.291585671	0.041655096	0.062482644	0.013885032	0.194390447	0.451263538	0.208275479	0.138850319	0.097195224	0.055540128	0.236045543	0.06942516	0.111080255	0.201332963	0.138850319	2.138294918	0.152735351	0.083310192	0.097195224	0.485976118	0.083310192	0.111080255	0.124965287	0.111080255	0.097195224	0.728964177	0.215217995	0.118022771	0.236045543	0.39572341	0.270758123	0.041655096	0.256873091	0.131907803	0.388780894	0.06942516	0.03471258	0.485976118	0.229103027	0.055540128	0.277700639	0.10413774	0.055540128	0.055540128	0.027770064	0.270758123	0.118022771	0.027770064	0.03471258	0.083310192	0.138850319	0.354068314	0.055540128	0.055540128	0.173562899	0.124965287	0.027770064	0.131907803	0.090252708	0.06942516	0.131907803	0.062482644	0.208275479	0.083310192	0.097195224	0.062482644	0.166620383	0.097195224	0.138850319	0.263815607	0.201332963	0.166620383	0.152735351	0.138850319	0.138850319	0.013885032	0.236045543	0.097195224	0.173562899	0.263815607	0.020827548	0.076367676	0.06942516	0.152735351	0	0.055540128	0.263815607	0.090252708	0.048597612	0.208275479	0.215217995	0.409608442	0.062482644	0.090252708	0.06942516	0.305470703	0.076367676	0.076367676	0.166620383	0.041655096	0.666481533	0.03471258	0.166620383	0.10413774	0.222160511	0.083310192	0.201332963	0.590113857	0.006942516	0.187447931	0	0.180505415	0.083310192	0.048597612	0.062482644	0.138850319	0.659539017	0.256873091	0.701194113	0.020827548	0.111080255	0.124965287	0.333240766	0.048597612	0.340183282	0.277700639	0.083310192	0.249930575	0.048597612	0.10413774	0.124965287	0.166620383	0.124965287	0.006942516	0.041655096	0.090252708	0.090252708	0.013885032	0.020827548	0.06942516	0.846986948	0.083310192	0.166620383	0.152735351	0.166620383	0.083310192	0.006942516	0.013885032	0.152735351	0.048597612	0.097195224	0.10413774	0.194390447	0.020827548	0.027770064	0.097195224	0.270758123	0.270758123	0.041655096	0.548458761	0.006942516	0.013885032	0.416550958	0.124965287	0.229103027	0.006942516	0.020827548	0.485976118	0.048597612	0.138850319	0.006942516	0.041655096	0.03471258	0.048597612	0.041655096	0.027770064	0.10413774	0.097195224	0.076367676	0.03471258	0.06942516	0.03471258	0.020827548	0.402665926	0.152735351	0.062482644	0.055540128	0.055540128	0.798389336	0.749791725	0.083310192	0.10413774	0.055540128	0.118022771	0.083310192	0.06942516	0.013885032	0.208275479	0.10413774	0.347125798	0.076367676	0.055540128	0.048597612	0.222160511	0.06942516	0.013885032	0.145792835	0.076367676	0.215217995	0.013885032	0.222160511	0.298528187	0.32629825	0.159677867	0.041655096	0.270758123	0.020827548	0.03471258	0.090252708	0.603998889	0.020827548	0.027770064	0.013885032	0.124965287	0.03471258	0.062482644	0.013885032	0	0.041655096	0.118022771	0.111080255	1.180227715	0.10413774	0.006942516	0.159677867	0.041655096	0.062482644	0.027770064	0.055540128	0	0.305470703	0.166620383	0.006942516	0.409608442	0.173562899	0.020827548	0.020827548	0.041655096	0.097195224	0.041655096	0.076367676	0	0.131907803	0.013885032	0.048597612	0.249930575	0.006942516	0.027770064	0.173562899	0.03471258	0	0.027770064	0.020827548	0.423493474	0.048597612	0.076367676	0.006942516	0.215217995	0.048597612	1.207997778	0.013885032	0.055540128	0.013885032	0.027770064	0	0.138850319	0.027770064	0.076367676	0.013885032	0.006942516	0.242988059	0.03471258	0.451263538	0.874757012	0.013885032	0.49986115	0.208275479	0.284643155	0.062482644	0.020827548	0.118022771	0.048597612	0.138850319	0.249930575	0.138850319	0.020827548	0.055540128	0.208275479	0.027770064	0.020827548	0.03471258	0.006942516	0.173562899	0.03471258	0.298528187	0	0.020827548	0.256873091	0	0.083310192	0.006942516	0.333240766	0.006942516	0.479033602	0.027770064	0.270758123	0.374895862	0.242988059	0.006942516	0.06942516	0	0	0	0.006942516	0.020827548	0.187447931	0.444321022	0.006942516	0	0.145792835	0.201332963	0.270758123	0	0	0	0.249930575	0	0	0.124965287	0.291585671	0	0.083310192	0	0	0.013885032	0.145792835	0.020827548	0.006942516	0.020827548	0.020827548	0.013885032	0.256873091	0.312413219	0	0.187447931	0	0.527631214	0.03471258	0.10413774	0.187447931	0.006942516	0.111080255	0.222160511	0.124965287	0.006942516	0.020827548	0.03471258	0.111080255	0.027770064	0	0.013885032	0	0.020827548	0.048597612	0	0.006942516	0.006942516	0.013885032	0.006942516	0	0.048597612	0.020827548	0	0	0	0	0	0	0	0	0.006942516	0	0.013885032	0	0.013885032	0.006942516	0	0	0	0	0	0	0.006942516	0	0.006942516	0.006942516	0	0	0	0	0.027770064	0.215217995	0.006942516	0.006942516	0.03471258	0	0.013885032	0.013885032	0	0	0	0.006942516	0	0.013885032	0	0	0	0.013885032	0	0	0	0	0.006942516	0.270758123	0	0.06942516	0.006942516	0	0
179-WT-Starving-Exp-Adlibitum-sv342-ct4	WT	4	WT_Adlibitum	4.508089429	1.759254411	1.267082046	0.240850306	0.492172365	1.685952144	1.73307503	0.413634222	0.345567831	1.858736059	0.240850306	0.607361642	0.366511336	0.979108854	0.31938845	1.073354626	0.675428033	0.528823499	0.450285355	0.937221844	0.806324938	0.560238756	0.27750144	0.644012776	0.104717524	0.068066391	0.497408241	0.136132782	0.115189277	0.214670925	0.267029687	0.256557935	0.062830515	1.445101838	0.764437929	0.282737316	0.31938845	0.172783915	0.141368658	0.047122886	0.099481648	0.094245772	0.827268443	0.230378554	0.246086183	0.052358762	0.020943505	0.057594638	0.23561443	0.225142678	0.031415257	0.062830515	0.183255668	0.047122886	0.219906801	0.141368658	0.261793811	0.136132782	0.047122886	0.08377402	0.424105974	0.79061731	0.078538143	0.303680821	0.476464736	0.099481648	0.157076287	0.911042463	0.104717524	0.047122886	0.125661029	0.172783915	0.125661029	0.062830515	0.094245772	0.010471752	0.324624326	0.382218964	0.125661029	0.27750144	0.026179381	0.157076287	0.08377402	0.136132782	0.287973192	0.298444945	0.099481648	0.895334834	0.15184041	0.130896906	0.073302267	0.764437929	0.267029687	0.068066391	0.099481648	0.068066391	0.178019792	0.314152573	0.392690717	0.408398345	0.08377402	0.298444945	0.240850306	0.026179381	0.099481648	0.057594638	0.476464736	0.073302267	0.005235876	0.230378554	0.198963297	0.047122886	0.172783915	0.036651134	0.020943505	0.047122886	0.04188701	0.445049479	0.047122886	0.020943505	0.057594638	0.052358762	0.099481648	0.157076287	0.15184041	0.146604534	0.068066391	0.178019792	0.052358762	0.240850306	0.031415257	0.073302267	0.109953401	0.04188701	0.099481648	0.094245772	0.026179381	0.19372742	0.089009896	0.089009896	0.094245772	0.230378554	0.204199173	0.214670925	0.141368658	0.23561443	0.08377402	0.010471752	0.136132782	0.047122886	0.15184041	0.125661029	0.036651134	0.052358762	0.047122886	0.382218964	0.015707629	0.125661029	0.109953401	0.08377402	0.036651134	0.109953401	0.219906801	0.225142678	0.08377402	0.089009896	0.026179381	0.507879994	0.052358762	0.036651134	0.052358762	0.010471752	0.70684329	0.026179381	0.099481648	0.057594638	0.497408241	0.052358762	0.089009896	0.293209069	0.026179381	0.27750144	0.026179381	0.125661029	0.052358762	0.04188701	0.036651134	0.183255668	0.581182261	0.109953401	0.858683701	0.005235876	0.198963297	0.167548039	0.162312163	0.089009896	0.267029687	0.439813603	0.031415257	0.345567831	0.036651134	0.115189277	0.104717524	0.240850306	0.047122886	0.010471752	0.08377402	0.068066391	0.047122886	0.015707629	0.020943505	0.052358762	0.42934185	0.214670925	0.068066391	0.282737316	0.141368658	0.052358762	0	0.026179381	0.240850306	0.015707629	0.026179381	0.036651134	0.136132782	0.020943505	0.026179381	0.120425153	0.27750144	0.502644117	0.057594638	0.204199173	0.010471752	0.031415257	0.178019792	0.099481648	0.23561443	0.010471752	0.026179381	0.492172365	0.094245772	0.15184041	0	0.026179381	0.031415257	0.031415257	0	0.04188701	0.094245772	0.068066391	0.052358762	0.031415257	0.031415257	0.036651134	0.015707629	0.246086183	0.162312163	0.057594638	0.015707629	0.020943505	0.900570711	0.408398345	0.031415257	0.04188701	0.109953401	0.047122886	0.026179381	0.031415257	0.031415257	0.157076287	0.052358762	0.314152573	0.04188701	0.031415257	0.005235876	0.172783915	0.020943505	0.015707629	0.08377402	0.036651134	0.120425153	0.015707629	0.19372742	0.261793811	0.172783915	0.068066391	0.141368658	0.167548039	0.010471752	0.010471752	0.047122886	0.712079166	0.036651134	0.020943505	0.020943505	0.094245772	0.026179381	0.057594638	0.010471752	0.026179381	0.026179381	0.052358762	0.078538143	0.644012776	0.04188701	0.010471752	0.068066391	0.020943505	0.020943505	0.052358762	0.062830515	0.015707629	0.392690717	0.15184041	0.057594638	0.345567831	0.068066391	0.020943505	0.047122886	0.036651134	0.104717524	0.026179381	0.026179381	0	0.068066391	0	0.005235876	0.068066391	0.005235876	0.104717524	0.094245772	0.015707629	0.010471752	0	0.036651134	0.172783915	0.010471752	0.099481648	0.015707629	0.366511336	0.026179381	0.439813603	0.020943505	0.026179381	0	0.015707629	0	0.162312163	0.015707629	0.036651134	0.015707629	0.005235876	0.15184041	0.04188701	0.230378554	0.198963297	0.031415257	0.418870098	0.157076287	0.361275459	0.010471752	0.005235876	0.031415257	0.010471752	0.04188701	0.120425153	0.261793811	0.010471752	0.052358762	0.162312163	0.04188701	0.015707629	0.031415257	0.005235876	0.125661029	0.010471752	0.078538143	0	0.015707629	0.256557935	0.005235876	0.109953401	0.026179381	0.162312163	0	0.115189277	0.020943505	0.198963297	0.099481648	0.146604534	0	0.057594638	0.005235876	0.005235876	0.005235876	0.031415257	0.010471752	0.115189277	0.109953401	0.036651134	0	0.104717524	0.146604534	0.172783915	0	0	0	0.104717524	0	0	0.062830515	0.130896906	0	0.04188701	0.005235876	0.005235876	0.005235876	0.036651134	0.015707629	0.010471752	0.015707629	0.047122886	0.010471752	0.078538143	0.162312163	0	0.08377402	0	0.282737316	0.015707629	0.020943505	0.094245772	0	0.052358762	0.073302267	0.052358762	0.005235876	0	0.005235876	0.031415257	0	0	0.020943505	0	0	0.026179381	0.005235876	0	0.010471752	0.020943505	0.015707629	0.020943505	0	0.005235876	0	0	0	0	0	0	0.015707629	0.005235876	0	0	0	0.005235876	0	0.015707629	0.005235876	0	0	0	0	0	0.005235876	0	0	0	0	0	0	0	0.010471752	0.31938845	0.015707629	0	0.010471752	0.005235876	0.015707629	0.005235876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162312163	0	0.057594638	0	0.005235876	0
180-WT-Starving-Exp-Adlibitum-sv342-ct7	WT	7	WT_Adlibitum	0.505808222	1.8217669	0.111449269	0.402931973	0.505808222	0.235758069	0.188606455	0.038578593	0.330061297	0.205752497	0.407218483	0.72870676	0.021432552	0.068584166	0.278623173	0.132881821	0.055724635	0.060011145	0.017146041	0.094303228	0.810150457	0.051438124	0.017146041	0.081443697	0.051438124	0.304342235	0.072870676	0.055724635	0.064297655	0.698701187	1.204509409	0.338634318	0.222898538	0.192892966	0.102876248	1.054481547	0.021432552	0.158600883	0.064297655	0.222898538	0.021432552	0.381499421	0.754425822	0.012859531	0.030005572	0.072870676	0.128595311	0.150027862	1.247374512	0.201465987	0.222898538	0.188606455	0.017146041	0.411504994	0.192892966	0	0.017146041	0.008573021	0.24433109	0.008573021	0.042865104	0.090016717	0.201465987	1.517424665	0.017146041	0.381499421	0.36006687	0.462943118	0.252904111	0.252904111	0.021432552	0.162887393	0.570105877	0.008573021	0.017146041	0.154314373	0.055724635	0.278623173	0.505808222	0.038578593	0.261477131	0.008573021	0.334347807	0.012859531	0.042865104	0.085730207	0.582965408	4.805178105	0.021432552	0.017146041	0.312915256	0.12002229	0.047151614	0.218612028	0.415791504	0.274336663	0.017146041	1.684598568	0.042865104	0.060011145	0.394358952	0.064297655	0.750139312	0.00428651	0.424364525	0.021432552	0.034292083	0.025719062	0.094303228	0.754425822	0.064297655	0.055724635	0.00428651	0.205752497	0.128595311	0	0.008573021	0.231471559	0.132881821	0.111449269	0.012859531	0.154314373	0.145741352	0.771571863	0.025719062	0.00428651	0.24004458	0.034292083	0.064297655	0.00428651	0.150027862	0.017146041	0.231471559	0.184319945	0.278623173	0.034292083	0.171460414	0.051438124	0.008573021	0.012859531	0.274336663	0.197179476	0.008573021	0.012859531	0.012859531	0.017146041	0.021432552	0.012859531	0.578678898	0.167173904	0.497235201	0.175746924	0.085730207	0.021432552	0.227185049	0.030005572	0.060011145	0.012859531	0.544386815	0.347207339	0.171460414	0.471516139	0.051438124	1.084487119	0.017146041	0.008573021	0	0.081443697	0	0.094303228	0.342920828	0.042865104	0.094303228	0.098589738	0.167173904	0.085730207	0.090016717	0.188606455	0.300055725	1.504565134	0.047151614	0.150027862	0.051438124	0.36435338	0.222898538	0.068584166	0.090016717	0.030005572	0.055724635	0.501521711	0.171460414	0.034292083	0.008573021	0.012859531	0.60439796	0	0.025719062	0.270050152	0.072870676	0.038578593	0.021432552	0.017146041	0.012859531	0.034292083	0.205752497	0.017146041	0.017146041	0.184319945	0.175746924	0.034292083	0.072870676	0.137168331	2.207552831	0.00428651	0.090016717	0.008573021	0.017146041	0.231471559	0.047151614	0.11573578	0.051438124	0.090016717	0.205752497	0.205752497	0.047151614	0.025719062	0.090016717	0.012859531	0.021432552	0.017146041	0.012859531	1.135925243	0.042865104	0.128595311	1.033048995	0.304342235	0.034292083	0.012859531	0.034292083	0.128595311	0.025719062	0.025719062	0	0.094303228	0.098589738	0.017146041	0.034292083	0	0.034292083	0.24433109	0.11573578	0.047151614	0.12002229	0.158600883	0.085730207	1.195936388	0.068584166	0.132881821	0.128595311	0.030005572	0.274336663	0.137168331	0.214325518	0.064297655	0	0.36863989	0.132881821	0.141454842	0	0.681555146	0.180033435	0.055724635	0.222898538	0.1243088	0.047151614	0.625830511	0.012859531	0.137168331	0.257190621	0.180033435	0.561532856	0.094303228	0.055724635	0	0.698701187	0.201465987	0.021432552	0.840156029	0.030005572	0.12002229	0.047151614	0.180033435	0.081443697	0.102876248	0.055724635	0.300055725	0.150027862	0.162887393	0.090016717	0.030005572	0.021432552	0.11573578	0.150027862	2.871961936	0.197179476	0.047151614	0.188606455	0.077157186	0.137168331	0.188606455	0.201465987	0.008573021	0.090016717	0.047151614	0.051438124	0.150027862	0.522954263	0.047151614	0.128595311	0.081443697	0.017146041	0.017146041	0.205752497	0.025719062	0.261477131	0.042865104	0.042865104	0.411504994	0.107162759	0.008573021	0.385785932	0.098589738	0.068584166	0.060011145	0.111449269	0.917313215	0.098589738	0.008573021	0	0.051438124	0.00428651	2.721934073	0.060011145	0.12002229	0.030005572	0.094303228	0.034292083	0.012859531	0.090016717	0.180033435	0.025719062	0.030005572	0.042865104	0.012859531	1.110206181	1.538857216	0.025719062	0.398645463	0.017146041	0.072870676	0.090016717	0.098589738	0.184319945	0.081443697	0	0.595824939	0.034292083	0.055724635	0.012859531	0.017146041	0.008573021	0.090016717	0.008573021	0.017146041	0.012859531	0.077157186	0.497235201	0.008573021	0.128595311	0.038578593	0.055724635	0.008573021	0.008573021	0.090016717	0.025719062	0.630117022	0.128595311	0.042865104	0.638690042	0.557246346	0.00428651	0.085730207	0.00428651	0.025719062	0	0.008573021	0.025719062	0.042865104	0.741566291	0	0.017146041	0.038578593	0.081443697	0.188606455	0	0	0	0.132881821	0	0	0.415791504	0.621544001	0	0.012859531	0	0.025719062	0.025719062	0.36006687	0.072870676	0.034292083	0.00428651	0.008573021	0.038578593	0.518667753	0.587251918	0	0.137168331	0	0.347207339	0.047151614	0.145741352	0.214325518	0.017146041	0.064297655	0.167173904	0.077157186	0.008573021	0.034292083	0.051438124	0.11573578	0.064297655	0.025719062	0.008573021	0.012859531	0.060011145	0.300055725	0.111449269	0.094303228	0.047151614	0.00428651	0.1243088	0.047151614	0.077157186	0.098589738	0.00428651	0	0	0.00428651	0.00428651	0.00428651	0	0.00428651	0.00428651	0	0.008573021	0	0.012859531	0.00428651	0	0	0	0	0	0	0.00428651	0	0	0	0	0	0	0	0.00428651	0.012859531	0.00428651	0	0.017146041	0	0	0.017146041	0	0	0.008573021	0.00428651	0	0	0	0	0.00428651	0.008573021	0	0	0.00428651	0	0	0.012859531	0	0.017146041	0	0	0
